File,TimeStamp,NBT,NBL
NB_MAY_15.csv,2026/05/15 19:45:00.000,86,3
NB_MAY_15.csv,2026/05/15 20:00:00.000,81,1
NB_MAY_15.csv,2026/05/15 20:15:00.000,61,3
NB_MAY_15.csv,2026/05/15 20:30:00.000,58,3
NB_MAY_15.csv,2026/05/15 20:45:00.000,67,2
NB_MAY_15.csv,2026/05/15 21:00:00.000,56,3
NB_MAY_15.csv,2026/05/15 21:15:00.000,30,1
NB_MAY_15.csv,2026/05/15 21:30:00.000,34,0
NB_MAY_15.csv,2026/05/15 21:45:00.000,34,2
NB_MAY_15.csv,2026/05/15 22:00:00.000,43,3
NB_MAY_15.csv,2026/05/15 22:15:00.000,37,1
NB_MAY_15.csv,2026/05/15 22:30:00.000,26,0
NB_MAY_15.csv,2026/05/15 22:45:00.000,26,0
TOTAL,,68562,3839
